id,tag,timestamp,value
2,-Metrics/Training(Step): loss,1610339780220,2.1108100414276123
4,-Metrics/Training(Step): loss,1610339783919,1.909860610961914
6,-Metrics/Training(Step): loss,1610339787632,1.5486931800842285
8,-Metrics/Training(Step): loss,1610339791321,1.4515612125396729
10,-Metrics/Training(Step): loss,1610339795019,1.4961740970611572
12,-Metrics/Training(Step): loss,1610339798649,1.2600657939910889
14,-Metrics/Training(Step): loss,1610339802315,1.342171311378479
16,-Metrics/Training(Step): loss,1610339806119,1.2088333368301392
18,-Metrics/Training(Step): loss,1610339809641,1.2783955335617065
20,-Metrics/Training(Step): loss,1610339813258,1.2252092361450195
22,-Metrics/Training(Step): loss,1610339816931,1.1746424436569214
24,-Metrics/Training(Step): loss,1610339821021,1.1523715257644653
26,-Metrics/Training(Step): loss,1610339824720,1.2824771404266357
28,-Metrics/Training(Step): loss,1610339828243,1.2570843696594238
30,-Metrics/Training(Step): loss,1610339832120,1.2324674129486084
32,-Metrics/Training(Step): loss,1610339835657,1.0061321258544922
34,-Metrics/Training(Step): loss,1610339839445,1.0634055137634277
36,-Metrics/Training(Step): loss,1610339842921,0.8406095504760742
38,-Metrics/Training(Step): loss,1610339846634,1.2473033666610718
40,-Metrics/Training(Step): loss,1610339850519,0.7917338013648987
42,-Metrics/Training(Step): loss,1610339854241,0.965889573097229
44,-Metrics/Training(Step): loss,1610339857761,1.0606833696365356
46,-Metrics/Training(Step): loss,1610339860377,0.7979585528373718
48,-Metrics/Training(Step): loss,1610339863021,0.8904805183410645
50,-Metrics/Training(Step): loss,1610339865260,0.7846781611442566
52,-Metrics/Training(Step): loss,1610339867324,0.9051342606544495
54,-Metrics/Training(Step): loss,1610339869380,0.8920297622680664
56,-Metrics/Training(Step): loss,1610339871496,1.2097622156143188
58,-Metrics/Training(Step): loss,1610339873567,1.1389577388763428
60,-Metrics/Training(Step): loss,1610339875662,1.005092740058899
62,-Metrics/Training(Step): loss,1610339878024,1.0273606777191162
64,-Metrics/Training(Step): loss,1610339880091,0.8084088563919067
66,-Metrics/Training(Step): loss,1610339881972,0.9813117384910583
68,-Metrics/Training(Step): loss,1610339884068,1.2231786251068115
70,-Metrics/Training(Step): loss,1610339885934,1.0768725872039795
72,-Metrics/Training(Step): loss,1610339887877,1.104655146598816
74,-Metrics/Training(Step): loss,1610339889903,0.9337393045425415
76,-Metrics/Training(Step): loss,1610339891717,0.8505272269248962
78,-Metrics/Training(Step): loss,1610339893723,1.0298008918762207
